id,project_code,price_quot_number,po_so_number,asn_dn,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,pq_first_sent_to_client_date,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,late_deliveries,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_in_kgs,freight_cost_in_usd,line_item_insurance_in_usd
535,109-TZ-T01,NULL,SCMS-23610,ASN-2167,Tanzania,"PMO - US","Direct Drop",CIP,Air,NULL,2008-05-15,2008-09-02,2008-09-02,2008-09-02,0,ARV,Adult,"BRISTOL-MYERS SQUIBB","Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps","Didanosine EC","Videx EC",400mg,"Delayed-release capsules - blister",30,2597,61470.99,23.67,0.79,"BMS Meymac, France",Yes,117.000,645.10,98.35
543,106-HT-T01,NULL,SCMS-23840,ASN-2504,Haiti,"PMO - US","Direct Drop",EXW,Air,NULL,2008-05-20,2008-09-30,2008-09-30,2008-09-30,0,HRDT,"HIV test","Orasure Technologies Inc.","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,NULL,"Test kit",100,28,9800.00,350.00,3.50,"Pacific Biotech, Thailand",Yes,109.000,782.13,15.68
551,106-HT-T01,NULL,SCMS-24020,ASN-2865,Haiti,"PMO - US","Direct Drop",EXW,Air,NULL,2008-05-23,2008-11-24,2008-11-24,2008-11-24,0,HRDT,"HIV test","Trinity Biotech, Plc","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,NULL,"Test kit",100,84,11676.00,139.00,1.39,"Trinity Biotech, Plc",Yes,54.000,871.57,22.88
598,116-ZA-T01,NULL,SCMS-25540,ASN-2295,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,NULL,2008-06-12,2008-06-09,2008-06-09,0,ARV,Adult,"S. BUYS WHOLESALER","Abacavir 300mg [Ziagen], tablets, Blister 6 x 10 Tabs",Abacavir,Ziagen,300mg,"Tablet - blister",60,30,1049.40,34.98,0.58,"GSK Ware (UK)",Yes,NULL,NULL,1.68
610,108-VN-T01,NULL,SCMS-26180,ASN-2274,Vietnam,"PMO - US","Direct Drop",EXW,Air,NULL,2008-07-01,2008-09-19,2008-09-19,2008-09-19,0,ARV,Adult,"Aurobindo Pharma Limited","Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,38640,92736.00,2.40,0.04,"Aurobindo Unit III, India",Yes,2719.000,18614.72,148.38
630,112-NG-T01,NULL,SCMS-26560,ASN-2366,Nigeria,"PMO - US","Direct Drop",EXW,Air,NULL,2008-07-02,2009-02-25,2008-09-09,2008-09-09,0,ACT,ACT,"IDA FOUNDATION","Artemether/Lumefantrine 20/120mg [Coartem], scored tablets, Blister 30 x 18 Tabs",Artemether/Lumefantrine,Coartem,20/120mg,"Tablet - FDC + blister",540,34,1547.68,45.52,0.08,"Novartis Pharma AG, Switzerland",Yes,115.000,1755.87,2.48
637,108-VN-T01,NULL,SCMS-26200,ASN-2563,Vietnam,"PMO - US","Direct Drop",EXW,Air,NULL,2008-07-03,2008-10-08,2008-10-08,2008-10-08,0,ARV,Adult,"Aurobindo Pharma Limited","Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,42000,60900.00,1.45,0.02,"Aurobindo Unit III, India",Yes,2600.000,10179.16,97.44
646,116-ZA-T01,NULL,SCMS-26820,ASN-2488,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,NULL,2008-07-10,2008-07-08,2008-07-08,0,ARV,Pediatric,"S. BUYS WHOLESALER","Nevirapine 10mg/ml [Viramune], oral suspension, Bottle, 240 ml",Nevirapine,Viramune,10mg/ml,"Oral suspension",240,50,696.50,13.93,0.06,"BI, Ingelheim, Germany",Yes,NULL,NULL,1.11
660,108-VN-T01,NULL,SCMS-27360,ASN-2767,Vietnam,"PMO - US","Direct Drop",EXW,Air,NULL,2008-07-24,2008-11-27,2008-11-27,2008-11-27,0,ARV,Adult,"MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES)","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,16800,171192.00,10.19,0.34,"Mylan (formerly Matrix) Nashik",Yes,1224.000,4686.88,335.54
668,102-GY-T01,NULL,SCMS-27670,ASN-2255,Guyana,"PMO - US","Direct Drop",CIP,Air,NULL,2008-07-25,2008-08-15,2008-08-15,2008-08-15,0,MRDT,Malaria,"ZEPHYR BIOMEDICALS","Malaria Paramax-3 Kit, 25 Tests","Malaria Paramax-3 Kit",Paramax,NULL,"Test kit",25,98,3675.00,37.50,1.50,NULL,Yes,34.000,180.00,5.88
670,110-ZM-T01,NULL,SCMS-27790,ASN-2641,Zambia,"PMO - US","Direct Drop",EXW,Air,NULL,2008-07-31,2008-10-20,2008-10-20,2008-10-20,0,HRDT,"HIV test","Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,NULL,"Test kit",100,4500,323955.00,71.99,0.72,"Inverness Japan",Yes,1053.000,11062.05,634.95
712,119-NA-T01,NULL,SCMS-28840,ASN-2450,Namibia,"PMO - US","Direct Drop",EXW,Air,NULL,2008-08-26,2008-09-18,2008-09-18,2008-09-18,0,HRDT,"HIV test","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,NULL,"Test kit",20,10,320.00,32.00,1.60,"Trinity Biotech, Plc",Yes,NULL,NULL,0.51
717,104-CI-T01,NULL,SCMS-29140,ASN-2472,"Côte d'Ivoire","PMO - US","Direct Drop",EXW,Air,NULL,2008-08-27,2008-10-02,2008-10-02,2008-10-02,0,HRDT,"HIV test","BIO-RAD LABORATORIES (FRANCE)","#108853** HIV, Genie II HIV-1/HIV-2 Kit, 40 Tests","HIV, Genie II HIV-1/HIV-2 Kit",Genie,NULL,"Test kit",40,500,38000.00,76.00,1.90,"Bio-Rad Laboratories",Yes,562.000,11298.13,60.80
719,104-CI-T01,NULL,SCMS-29340,ASN-2921,"Côte d'Ivoire","PMO - US","Direct Drop",EXW,Air,NULL,2008-09-03,2009-01-23,2009-01-23,2009-01-23,0,ACT,ACT,"IDA FOUNDATION","Artesunate+Amodiaquine 50+153mg, tablets, co-blister 6+6 Tabs",Artesunate+Amodiaquine,Generic,50+153mg,"Tablet - FDC + co-blister",12,25000,9750.00,0.39,0.03,"Ipca Dadra/Nagar Haveli IN",Yes,1708.000,12830.91,19.11
772,131-NG-T01,NULL,SCMS-30502,ASN-3653,Nigeria,"PMO - US","Direct Drop",CIP,Air,NULL,2009-03-06,2009-03-10,2009-04-08,2009-04-08,1,ARV,Adult,"MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.)","Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs","Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate",Atripla,600/200/300mg,"Tablet - FDC",30,9,453.60,50.40,1.68,"MSD, Haarlem, NL",Yes,NULL,NULL,0.89
791,119-NA-T01,NULL,SCMS-31180,ASN-2717,Namibia,"PMO - US","Direct Drop",EXW,Air,NULL,2008-09-24,2008-10-29,2008-10-29,2008-10-29,0,HRDT,"HIV test","Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,NULL,"Test kit",100,150,10798.50,71.99,0.72,"Inverness Japan",Yes,46.000,2698.04,21.17
796,102-BW-T01,NULL,SCMS-31370,ASN-2796,Botswana,"PMO - US","Direct Drop",EXW,Air,NULL,2008-10-02,2008-11-28,2008-11-28,2008-11-28,0,HRDT,"HIV test - Ancillary","Trinity Biotech, Plc","#109436**HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml","HIV 1, Uni-Gold Recombigen HIV Control, Vial 2 x 0.5 ml",Uni-Gold,NULL,"Test kit - Ancillary",2,15,450.00,30.00,15.00,"Trinity Biotech, Plc",Yes,1.000,578.01,0.88
797,110-ZM-T01,NULL,SCMS-31380,ASN-3172,Zambia,"PMO - US","Direct Drop",EXW,Air,NULL,2008-10-02,2009-01-23,2009-01-23,2009-01-23,0,HRDT,"HIV test","Standard Diagnostics, Inc.","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included, 25 Tests","HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included",Bioline,NULL,"Test kit",25,319,6380.00,20.00,0.80,"Standard Diagnostics, Korea",Yes,100.000,1122.24,12.50
835,116-ZA-T01,NULL,SCMS-33320,ASN-3553,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,NULL,2009-05-17,2008-10-09,2008-10-09,0,ARV,Adult,"S. BUYS WHOLESALER","Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs","Tenofovir Disoproxil Fumarate",Viread,300mg,Tablet,30,80,1830.40,22.88,0.76,"Aspen-OSD, Port Elizabeth, SA",Yes,NULL,NULL,3.59
836,116-ZA-T01,NULL,SCMS-33320,ASN-3892,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,NULL,2009-05-17,2009-05-17,2009-05-17,0,ARV,Adult,"S. BUYS WHOLESALER","Tenofovir Disoproxil Fumarate 300mg [Viread], tablets, 30 Tabs","Tenofovir Disoproxil Fumarate",Viread,300mg,Tablet,30,120,2745.60,22.88,0.76,"Aspen-OSD, Port Elizabeth, SA",Yes,NULL,NULL,5.38
837,116-ZA-T01,NULL,SCMS-33320,ASN-3553,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,NULL,2009-05-17,2008-10-09,2008-10-09,0,ARV,Pediatric,"S. BUYS WHOLESALER","Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,"Powder for oral solution",200,600,858.00,1.43,0.01,"BMS Meymac, France",No,NULL,NULL,1.68
838,116-ZA-T01,NULL,SCMS-33320,ASN-3553,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,NULL,2009-05-17,2008-10-09,2008-10-09,0,ARV,Pediatric,"S. BUYS WHOLESALER","Didanosine 100mg [Videx],chewable tablets, 60 Tabs",Didanosine,Videx,100mg,"Chewable/dispersible tablet",60,7,91.35,13.05,0.22,"BMS Meymac, France",No,NULL,NULL,0.18
839,116-ZA-T01,NULL,SCMS-33320,ASN-3553,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,NULL,2009-05-17,2008-10-09,2008-10-09,0,ARV,Pediatric,"S. BUYS WHOLESALER","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,"Oral solution",300,40,1375.60,34.39,0.11,"ABBVIE (Abbott) Logis. UK",No,NULL,NULL,2.70
849,102-GY-T01,NULL,SCMS-33930,ASN-3209,Guyana,"PMO - US","Direct Drop",CIP,Air,NULL,2008-11-19,2009-02-06,2009-02-06,2009-02-06,0,MRDT,Malaria,"ZEPHYR BIOMEDICALS","Malaria Paramax-3 Kit, 25 Tests","Malaria Paramax-3 Kit",Paramax,NULL,"Test kit",25,108,4050.00,37.50,1.50,NULL,Yes,NULL,NULL,7.94
858,109-TZ-T01,NULL,SCMS-34680,ASN-3332,Tanzania,"PMO - US","Direct Drop",CIP,Air,NULL,2008-12-19,2009-04-21,2009-04-21,2009-04-21,0,ARV,Adult,"MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.)","Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate 600/200/300mg [Atripla], tablets, 30 Tabs","Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate",Atripla,600/200/300mg,"Tablet - FDC",30,50000,2520000.00,50.40,1.68,"MSD, Haarlem, NL",Yes,4093.000,9339.00,4939.20
914,104-CI-T01,NULL,SCMS-35790,ASN-3242,"Côte d'Ivoire","PMO - US","Direct Drop",EXW,Air,NULL,2008-12-19,2009-03-02,2009-03-02,2009-03-02,0,ANTM,Malaria,"IDA FOUNDATION","Quinine 600mg/2ml (as dihydrochloride), injection, 2ml x 100 Ampules","Quinine (as dihydrochloride)",Generic,600mg/2ml,Injection,100,140,2731.40,19.51,0.20,"Gland Pharma Ltd Pally Factory",Yes,5209.000,25405.22,5.35
937,111-MZ-T01,NULL,SCMS-36660,ASN-3509,Mozambique,"PMO - US","Direct Drop",EXW,Air,NULL,2009-01-05,2009-03-23,2009-03-23,2009-03-23,0,HRDT,"HIV test","Trinity Biotech, Plc","HIV 1/2, Uni-Gold HIV Kit, 20 Tests","HIV 1/2, Uni-Gold HIV Kit",Uni-Gold,NULL,"Test kit",20,5700,182400.00,32.00,1.60,"Trinity Biotech, Plc",Yes,1906.000,23914.80,357.50
960,108-VN-T01,NULL,SCMS-37170,ASN-3562,Vietnam,"PMO - US","Direct Drop",EXW,Air,NULL,2009-01-16,2009-04-10,2009-04-10,2009-04-10,0,ARV,Adult,"Aurobindo Pharma Limited","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,"Tablet - FDC",60,5964,51350.04,8.61,0.14,"Aurobindo Unit III, India",Yes,3509.000,12835.20,100.65
961,108-VN-T01,NULL,SCMS-37170,ASN-3562,Vietnam,"PMO - US","Direct Drop",EXW,Air,NULL,2009-01-16,2009-04-10,2009-04-10,2009-04-10,0,ARV,Adult,"Aurobindo Pharma Limited","Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,21000,50400.00,2.40,0.04,"Aurobindo Unit III, India",No,NULL,NULL,98.78
962,108-VN-T01,NULL,SCMS-37180,ASN-3521,Vietnam,"PMO - US","Direct Drop",EXW,Air,NULL,2009-01-16,2009-03-23,2009-03-23,2009-03-23,0,ARV,Adult,"CIPLA LIMITED","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,"Tablet - FDC",60,10560,72864.00,6.90,0.12,"Cipla, Goa, India",Yes,924.000,4225.93,142.81
979,108-VN-T01,NULL,SCMS-31721,ASN-3454,Vietnam,"PMO - US","Direct Drop",EXW,Air,NULL,2008-10-21,2009-03-16,2009-03-16,2009-03-16,0,ARV,Adult,"Aurobindo Pharma Limited","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,"Tablet - FDC",60,2352,20250.72,8.61,0.14,"Aurobindo Unit III, India",Yes,211.000,892.50,39.69
985,109-TZ-T01,NULL,SCMS-38370,ASN-3751,Tanzania,"PMO - US","Direct Drop",FCA,Air,NULL,2009-02-05,2009-05-28,2009-05-28,2009-05-28,0,ARV,Pediatric,"ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV)","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,"Oral solution",300,524,21536.40,41.10,0.14,"ABBVIE (Abbott) Logis. UK",Yes,644.000,6668.61,42.21
986,109-TZ-T01,NULL,SCMS-38380,ASN-3627,Tanzania,"PMO - US","Direct Drop",FCA,Air,NULL,2009-02-05,2009-05-04,2009-05-04,2009-05-04,0,ARV,Pediatric,"ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV)","Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,2094,21526.32,10.28,0.17,"ABBVIE Ludwigshafen Germany",Yes,237.000,NULL,42.19
993,107-RW-T01,NULL,SCMS-38660,ASN-3710,Rwanda,"PMO - US","Direct Drop",EXW,Air,NULL,2009-02-18,2009-04-28,2009-04-28,2009-04-28,0,HRDT,"HIV test","Premier Medical Corporation Ltd.","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit, 30 Tests","HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit","First Response",NULL,"Test kit",30,8249,185602.50,22.50,0.75,"Premier Med. Corp Ltd. India",Yes,2800.000,12595.81,363.78
1037,123-NG-T01,NULL,SCMS-39640,ASN-4747,Nigeria,"PMO - US","Direct Drop",CIP,Air,NULL,2009-03-04,2009-09-30,2009-09-30,2009-09-30,0,ARV,Adult,"BRISTOL-MYERS SQUIBB","Didanosine EC 400mg [Videx EC], delayed-release capsules, Blister 3 x 10 Caps","Didanosine EC","Videx EC",400mg,"Delayed-release capsules - blister",30,200,4734.00,23.67,0.79,"BMS Meymac, France",Yes,11.000,463.00,9.28
1046,106-HT-T01,NULL,SCMS-40000,ASN-3675,Haiti,"PMO - US","Direct Drop",CIP,Air,NULL,2009-03-06,2009-03-31,2009-03-31,2009-03-31,0,ARV,Pediatric,"BRISTOL-MYERS SQUIBB","Didanosine 50mg [Videx], chewable tablets, 60 Tabs",Didanosine,Videx,50mg,"Chewable/dispersible tablet",60,80,760.00,9.50,0.16,"BMS Meymac, France",Yes,43.000,260.00,1.49
1047,106-HT-T01,NULL,SCMS-40000,ASN-3675,Haiti,"PMO - US","Direct Drop",CIP,Air,NULL,2009-03-06,2009-03-31,2009-03-31,2009-03-31,0,ARV,Pediatric,"BRISTOL-MYERS SQUIBB","Didanosine 2g [Videx], powder for oral solution 10mg/ml, reconstitute to 200 ml",Didanosine,Videx,2g,"Powder for oral solution",200,32,402.88,12.59,0.06,"BMS Meymac, France",No,NULL,NULL,0.79
1048,106-HT-T01,NULL,SCMS-40030,ASN-3750,Haiti,"PMO - US","Direct Drop",FCA,Air,NULL,2009-03-06,2009-04-15,2009-04-15,2009-04-15,0,ARV,Pediatric,"ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV)","Lopinavir/Ritonavir 100/25mg [Aluvia], tablets, 60 Tabs",Lopinavir/Ritonavir,Generic,100/25mg,Tablet,60,46,472.88,10.28,0.17,"ABBVIE Ludwigshafen Germany",Yes,10.000,893.22,0.93
1063,116-ZA-T01,NULL,SCMS-40810,ASN-3634,"South Africa","PMO - US","Direct Drop",DDP,Air,NULL,NULL,2009-03-31,2008-12-02,2008-12-02,0,ARV,Adult,"S. BUYS WHOLESALER","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3025,47522.75,15.71,0.52,"Aurobindo Unit III, India",Yes,NULL,NULL,93.14
1065,116-ZA-T01,NULL,SCMS-41040,ASN-3623,"South Africa","PMO - US","Direct Drop",DDP,Air,NULL,NULL,2009-04-07,2008-12-03,2008-12-03,0,ARV,Adult,"S. BUYS WHOLESALER","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,3500,49840.00,14.24,0.47,"Cipla, Goa, India",Yes,NULL,NULL,97.69
1066,116-ZA-T01,NULL,SCMS-41040,ASN-3623,"South Africa","PMO - US","Direct Drop",DDP,Air,NULL,NULL,2009-04-07,2008-12-03,2008-12-03,0,ARV,Pediatric,"S. BUYS WHOLESALER","Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,"Oral solution",240,1008,3588.48,3.56,0.01,"Aurobindo Unit III, India",No,NULL,NULL,7.03
1067,116-ZA-T01,NULL,SCMS-41060,ASN-3624,"South Africa","PMO - US","Direct Drop",DDP,Air,NULL,NULL,2009-05-05,2008-12-23,2008-12-23,0,ARV,Pediatric,"S. BUYS WHOLESALER","Stavudine 1mg/ml [Zerit], powder for oral solution, Bottle, 200 ml",Stavudine,Zerit,1mg/ml,"Powder for oral solution",200,960,1152.00,1.20,0.01,"BMS Meymac, France",Yes,NULL,NULL,2.26
1068,116-ZA-T01,NULL,SCMS-41070,ASN-3625,"South Africa","PMO - US","Direct Drop",DDP,Air,NULL,NULL,2009-05-12,2008-12-30,2008-12-30,0,ARV,Pediatric,"S. BUYS WHOLESALER","Lamivudine 10mg/ml [Epivir], oral solution, Bottle, 240 ml",Lamivudine,Epivir,10mg/ml,"Oral solution",240,1800,10512.00,5.84,0.02,"GSK Mississauga (Canada)",Yes,NULL,NULL,20.60
1070,116-ZA-T01,NULL,SCMS-41140,ASN-3752,"South Africa","PMO - US","Direct Drop",DDP,Air,NULL,NULL,2009-03-31,2008-11-21,2008-11-21,0,ARV,Adult,"S. BUYS WHOLESALER","Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,1200,3384.00,2.82,0.05,"Aurobindo Unit III, India",Yes,NULL,NULL,6.63
1077,116-ZA-T01,NULL,SCMS-41462,ASN-4361,"South Africa","PMO - US","Direct Drop",DDP,Air,NULL,2009-03-18,2009-06-25,2009-04-21,2009-04-21,0,ARV,Pediatric,"S. BUYS WHOLESALER","Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,"Oral solution",240,346,1954.90,5.65,0.02,"Aurobindo Unit III, India",Yes,NULL,NULL,3.83
1078,116-ZA-T01,NULL,SCMS-41460,ASN-4502,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,2009-03-18,2009-06-25,2009-06-05,2009-06-05,0,ARV,Pediatric,"S. BUYS WHOLESALER","Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,5300,16642.00,3.14,0.10,"Aurobindo Unit III, India",Yes,NULL,NULL,32.62
1079,116-ZA-T01,NULL,SCMS-41464,ASN-4634,"South Africa","PMO - US","Direct Drop",DDP,Air,NULL,2009-03-18,2009-06-25,2009-06-17,2009-06-17,0,ARV,Pediatric,"S. BUYS WHOLESALER","Lamivudine 10mg/ml, oral solution, Bottle, 240 ml",Lamivudine,Generic,10mg/ml,"Oral solution",240,342,1932.30,5.65,0.02,"Aurobindo Unit III, India",Yes,NULL,NULL,3.79
1080,116-ZA-T01,NULL,SCMS-41480,ASN-5055,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,2009-06-15,2009-08-19,2009-08-19,2009-08-19,0,ARV,Adult,"S. BUYS WHOLESALER","Stavudine 15mg [Zerit], capsules, 60 Caps",Stavudine,Zerit,15mg,Capsule,60,2700,10665.00,3.95,0.07,"BMS Meymac, France",Yes,NULL,NULL,20.90
1084,116-ZA-T01,NULL,SCMS-41581,ASN-4196,"South Africa","PMO - US","Direct Drop",DDP,Air,NULL,2009-03-27,2009-06-25,2009-04-14,2009-04-14,0,ARV,Adult,"S. BUYS WHOLESALER","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,3735,134385.30,35.98,0.30,"ABBVIE Ludwigshafen Germany",Yes,NULL,NULL,263.40
1085,116-ZA-T01,NULL,SCMS-41589,ASN-4358,"South Africa","PMO - US","Direct Drop",DDP,Air,NULL,2009-03-27,2009-06-25,2009-04-29,2009-04-29,0,ARV,Adult,"S. BUYS WHOLESALER","Zidovudine 300mg [Retrovir], tablets, 60 Tabs",Zidovudine,Retrovir,300mg,Tablet,60,6000,80640.00,13.44,0.22,"GSK Aranda",Yes,NULL,NULL,158.05
1086,116-ZA-T01,NULL,SCMS-41584,ASN-4385,"South Africa","PMO - US","Direct Drop",DDP,Air,NULL,2009-03-27,2009-06-25,2009-04-20,2009-04-20,0,ARV,Adult,"S. BUYS WHOLESALER","Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,11672,35016.00,3.00,0.05,"Aurobindo Unit III, India",Yes,NULL,NULL,68.63
1095,144-BW-T01,NULL,SCMS-41870,ASN-4896,Botswana,"PMO - US","Direct Drop",EXW,Air,NULL,2009-03-25,2009-11-13,2009-11-13,2009-11-13,0,HRDT,"HIV test","Orasure Technologies Inc.","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,NULL,"Test kit",100,20,7000.00,350.00,3.50,"Pacific Biotech, Thailand",Yes,48.000,1172.11,13.72
1109,104-CI-T01,NULL,SCMS-42210,ASN-4086,"Côte d'Ivoire","PMO - US","Direct Drop",FCA,Air,NULL,2009-03-30,2009-06-30,2009-06-30,2009-06-30,0,ARV,Adult,"ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV)","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,10240,420864.00,41.10,0.34,"ABBVIE Ludwigshafen Germany",Yes,2523.000,14806.48,824.89
1110,104-CI-T01,NULL,SCMS-42230,ASN-4423,"Côte d'Ivoire","PMO - US","Direct Drop",FCA,Air,NULL,2009-03-30,2009-07-22,2009-07-22,2009-07-22,0,ARV,Adult,"ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV)","Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,400,15344.00,38.36,0.11,"ABBVIE (Abbott) Logis. UK",Yes,175.000,7642.97,30.07
1111,116-ZA-T01,NULL,SCMS-47390,ASN-4402,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,2009-04-02,2009-07-31,2009-04-21,2009-04-21,0,ARV,Pediatric,"S. BUYS WHOLESALER","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,"Oral solution",300,30,1080.00,36.00,0.12,"ABBVIE (Abbott) Logis. UK",Yes,NULL,NULL,2.12
1114,116-ZA-T01,NULL,SCMS-47430,ASN-4244,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,2009-04-02,2009-05-15,2009-04-17,2009-04-17,0,ARV,Adult,"S. BUYS WHOLESALER","Emtricitabine/Tenofovir Disoproxil Fumarate 200/300mg [Truvada], tablets, 30 Tabs","Emtricitabine/Tenofovir Disoproxil Fumarate",Truvada,300/200mg,"Tablet - FDC",30,80,2816.00,35.20,1.17,"Aspen-OSD, Port Elizabeth, SA",Yes,NULL,NULL,5.52
1115,116-ZA-T01,NULL,SCMS-47500,ASN-4332,"South Africa","PMO - US","Direct Drop",DDP,Truck,NULL,2009-04-02,2009-05-15,2009-04-23,2009-04-23,0,ARV,Adult,"S. BUYS WHOLESALER","Zidovudine 300mg, tablets, 60 Tabs",Zidovudine,Generic,300mg,Tablet,60,1000,19770.00,19.77,0.33,"Aurobindo Unit III, India",Yes,NULL,3134.85,38.75
1122,106-HT-T01,NULL,SCMS-42720,ASN-4787,Haiti,"PMO - US","Direct Drop",EXW,Air,NULL,2009-04-02,2009-09-16,2009-09-16,2009-09-16,0,HRDT,"HIV test","Orasure Technologies Inc.","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,NULL,"Test kit",100,60,21000.00,350.00,3.50,"Pacific Biotech, Thailand",Yes,144.000,3128.19,41.16
1134,102-KE-T01,NULL,SCMS-42980,ASN-4343,Kenya,"PMO - US","Direct Drop",EXW,Air,NULL,2009-04-04,2009-07-10,2009-07-10,2009-07-10,0,HRDT,"HIV test","Orgenics, Ltd","HIV 1/2, Determine Complete HIV Kit, 100 Tests","HIV 1/2, Determine Complete HIV Kit",Determine,NULL,"Test kit",100,7500,600000.00,80.00,0.80,"Inverness Japan",Yes,2215.000,16835.31,1176.00
